name,iters,time,cycles,cpuTime,utime,stime,maxrss,minflt,majflt,nvcsw,nivcsw,allocated,numGcs,bytesCopied,mutatorWallSeconds,mutatorCpuSeconds,gcWallSeconds,gcCpuSeconds
zip/vector,63,4.2276841e-2,92794242,4.2256e-2,0.0,0.0,2707456,0,0,0,6,0,0,0,4.2282561e-2,4.2197e-2,0.0,0.0
zip/vector,66,3.9982705e-2,87758794,3.9994e-2,0.0,0.0,2707456,0,0,0,5,0,0,0,3.9987662e-2,3.9969e-2,0.0,0.0
zip/vector,69,4.8438519e-2,106318644,4.8425e-2,0.0,0.0,2707456,0,0,0,17,0,0,0,4.8444536e-2,4.8315e-2,0.0,0.0
zip/vector,73,5.1083848e-2,112125053,5.1044e-2,0.0,0.0,2707456,0,0,0,16,0,0,0,5.1093036e-2,5.0941e-2,0.0,0.0
zip/vector,76,5.0695574e-2,111272697,5.0523e-2,0.0,0.0,2707456,0,0,0,61,0,0,0,5.0704153e-2,5.0282e-2,0.0,0.0
zip/vector,80,5.3545873e-2,117528857,5.2975e-2,0.0,0.0,2707456,0,0,0,79,0,0,0,5.3554355e-2,5.2592e-2,0.0,0.0
zip/vector,84,5.630543e-2,123585874,5.6096e-2,0.0,0.0,2707456,0,0,0,60,0,0,0,5.6313753e-2,5.5807e-2,0.0,0.0
zip/vector,89,5.589321e-2,122681064,5.5861e-2,0.0,0.0,2707456,0,0,0,14,0,0,0,5.5899698e-2,5.5767e-2,0.0,0.0
zip/vector,93,6.1254223e-2,134448070,6.1267e-2,0.0,0.0,2707456,0,0,0,8,0,0,0,6.1262065e-2,6.1181e-2,0.0,0.0
zip/vector,98,6.1641137e-2,135297356,6.1644e-2,0.0,0.0,2707456,0,0,0,7,0,0,0,6.1649483e-2,6.1608e-2,0.0,0.0
zip/vector,103,6.5945022e-2,144743960,6.5982e-2,0.0,0.0,2707456,0,0,0,6,0,0,0,6.5951706e-2,6.5948e-2,0.0,0.0
zip/vector,108,7.1621754e-2,157204096,7.1529e-2,0.0,0.0,2707456,0,0,0,24,0,0,0,7.1631529e-2,7.1388e-2,0.0,0.0
zip/vector,113,7.4388242e-2,163276316,7.4285e-2,0.0,0.0,2707456,0,0,0,45,0,0,0,7.4399433e-2,7.4032e-2,0.0,0.0
zip/vector,119,8.2005224e-2,179994946,8.1818e-2,0.0,0.0,2707456,0,0,0,55,0,0,0,8.2014839e-2,8.1583e-2,0.0,0.0
zip/vector,125,8.823432e-2,193667338,8.8098e-2,0.0,0.0,2707456,0,0,0,45,0,0,0,8.8244531e-2,8.783e-2,0.0,0.0
zip/vector,131,9.8743149e-2,216733348,9.811e-2,0.0,0.0,2707456,0,0,0,43,0,0,0,9.8751116e-2,9.7638e-2,0.0,0.0
zip/vector,138,8.7336731e-2,191697054,8.7359e-2,0.0,0.0,2707456,0,0,0,11,0,0,0,8.7342832e-2,8.7245e-2,0.0,0.0
zip/vector,144,9.0141713e-2,197853766,9.0128e-2,0.0,0.0,2707456,0,0,0,22,0,0,0,9.0151074e-2,8.998e-2,0.0,0.0
zip/vector,152,9.9614503e-2,218645809,9.9569e-2,0.0,0.0,2707456,0,0,0,22,0,0,0,9.9622738e-2,9.9387e-2,0.0,0.0
zip/vector,159,0.109425419,240180062,0.108778,0.0,0.0,2707456,0,0,0,107,0,0,0,0.109435588,0.108256,0.0,0.0
zip/vector,167,0.111924449,245665240,0.11133,0.0,0.0,2711552,0,0,0,180,0,0,0,0.111934669,0.110662,0.0,0.0
zip/vector,176,0.116185242,255017218,0.116175,0.0,0.0,2711552,0,0,0,27,0,0,0,0.116193161,0.11604,0.0,0.0
zip/vector,185,0.114748315,251863266,0.114743,0.0,0.0,2715648,0,0,0,24,0,0,0,0.114755386,0.114617,0.0,0.0
zip/vector,194,0.122992067,269957652,0.122936,0.0,0.0,2715648,0,0,0,37,0,0,0,0.122999633,0.122723,0.0,0.0
zip/vector,204,0.141192884,309907120,0.141028,0.0,0.0,2727936,1,0,0,72,0,0,0,0.141202036,0.140565,0.0,0.0
zip/vector,214,0.150447359,330219892,0.150304,0.0,0.0,2740224,2,0,0,73,0,0,0,0.150457673,0.149895,0.0,0.0
zip/vector,224,0.14828984,325484212,0.148359,0.0,0.0,2740224,0,0,0,20,0,0,0,0.148297306,0.148227,0.0,0.0
zip/vector,236,0.149084382,327228168,0.149161,0.0,0.0,2748416,1,0,0,23,0,0,0,0.149091076,0.149031,0.0,0.0
zip/vector,247,0.156262688,342983974,0.156296,0.0,0.0,2756608,2,0,0,23,0,0,0,0.156269709,0.156154,0.0,0.0
zip/vector,260,0.164340736,360714630,0.164383,0.0,0.0,2768896,3,0,0,29,0,0,0,0.164348082,0.164146,0.0,0.0
zip/vector,273,0.173347541,380483854,0.17342,0.0,0.0,2772992,1,0,0,21,0,0,0,0.173354695,0.173305,0.0,0.0
zip/vector,287,0.180402151,395968140,0.180386,0.0,0.0,2781184,2,0,0,36,0,0,0,0.180409841,0.180054,0.0,0.0
zip/vector,301,0.188429402,413587300,0.188474,0.0,0.0,2793472,2,0,0,33,0,0,0,0.188437604,0.188307,0.0,0.0
zip/vector,316,0.205339578,450703760,0.205402,0.0,0.0,2805760,3,0,0,29,0,0,0,0.205347336,0.205168,0.0,0.0
zip/vector,332,0.215497123,472998768,0.215346,0.0,0.0,2813952,1,0,0,50,0,0,0,0.215504885,0.215038,0.0,0.0
zip/vector,348,0.219709451,482244536,0.219788,0.0,0.0,2822144,2,0,0,24,0,0,0,0.219718981,0.219609,0.0,0.0
zip/vector,366,0.243021176,533411806,0.243098,0.0,0.0,2834432,2,0,0,48,0,0,0,0.243029575,0.242674,0.0,0.0
zip/vector,384,0.242472996,532208626,0.242518,0.0,0.0,2850816,4,0,0,35,0,0,0,0.242479652,0.242328,0.0,0.0
zip/streamly,44,3.1084778e-2,68228590,3.1071e-2,0.0,0.0,2711552,0,0,0,7,0,0,0,3.1090874e-2,3.103e-2,0.0,0.0
